initial key,initial value,current,proposed workspace,proposed bucket,proposed key,merged,confidence,reason
iospoe.experience_validity_with_selected_date_for_after_selected_date,Valid until <b>{0}</b>,(blank),experience,experience_validity,with_selected_date_for_after_selected_date,,high,blank → first-token feature rule
andpoe.experience_validity_with_selected_date_for_valid_until,Valid until {0},(blank),experience,experience_validity,with_selected_date_for_valid_until,TRUE,high,value-identical cross-platform → merged
iospoe.experience_validity_with_selected_date_for_valid_until,Valid until {0},(blank),experience,experience_validity,with_selected_date_for_valid_until,TRUE,high,value-identical cross-platform → merged
andpoe.experience_validity_without_selected_date_for_valid_until,Valid until {0},(blank),experience,experience_validity,without_selected_date_for_valid_until,TRUE,high,value-identical cross-platform → merged
iospoe.experience_validity_without_selected_date_for_valid_until,Valid until {0},(blank),experience,experience_validity,without_selected_date_for_valid_until,TRUE,high,value-identical cross-platform → merged
andpoe.text_experience_voucher,Voucher,(blank),experience,experience_voucher,,FALSE,med,blank → first-token feature rule
andpoe.experience_voucher_actionable_items_how_to_do_highlight_label,how to do it.,(blank),experience,experience_voucher,actionable_items_how_to_do_highlight_label,,high,blank → first-token feature rule
iospoe.experience_voucher_actionable_items_how_to_do_highlight_label,how to do it,(blank),experience,experience_voucher,actionable_items_how_to_do_highlight_label,,high,blank → first-token feature rule
andpoe.experience_voucher_actionable_items_see_your_label,See your {0},(blank),experience,experience_voucher,actionable_items_see_your_label,,high,blank → first-token feature rule
iospoe.experience_voucher_actionable_items_see_your_label,See your,(blank),experience,experience_voucher,actionable_items_see_your_label,,high,blank → first-token feature rule
andpoe.experience_voucher_actionable_items_voucher_highlight_label,voucher.,(blank),experience,experience_voucher,actionable_items_voucher_highlight_label,,high,blank → first-token feature rule
iospoe.experience_voucher_actionable_items_voucher_highlight_label,voucher,(blank),experience,experience_voucher,actionable_items_voucher_highlight_label,,high,blank → first-token feature rule
andpoe.experience_voucher_bpg_claim_title_expired,Claim Best Price Guarantee,(blank),experience,experience_voucher,bpg_claim_title_expired,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_bpg_claim_title_expired,Claim Best Price Guarantee,experience_voucher|bpg_claim_expired,experience,experience_voucher,bpg_claim_title_expired,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_bpg_claim_title_valid,Claim Best Price Guarantee,(blank),experience,experience_voucher,bpg_claim_title_valid,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_bpg_claim_title_valid,Claim Best Price Guarantee,experience_voucher|bpg_claim_valid,experience,experience_voucher,bpg_claim_title_valid,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_general_info_booking_id,Booking ID:,(blank),experience,experience_voucher,general_info_booking_id,,high,blank → first-token feature rule
iospoe.experience_voucher_general_info_booking_id,Booking ID: {0},(blank),experience,experience_voucher,general_info_booking_id,,high,blank → first-token feature rule
andpoe.experience_voucher_general_info_timeslot,Time slot:,(blank),experience,experience_voucher,general_info_timeslot,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_general_info_timeslot,Time slot:,(blank),experience,experience_voucher,general_info_timeslot,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_general_info_valid_on,Valid on:,(blank),experience,experience_voucher,general_info_valid_on,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_general_info_valid_on,Valid on:,(blank),experience,experience_voucher,general_info_valid_on,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_know_before_you_go_contact,Contact,(blank),experience,experience_voucher,know_before_you_go_contact,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_know_before_you_go_contact,Contact,(blank),experience,experience_voucher,know_before_you_go_contact,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_know_before_you_go_tray_how_to_get_there,How to Get There,experience_voucher|know_before_you_go_tray_how_to_get_there,experience,experience_voucher,know_before_you_go_tray_how_to_get_there,TRUE,high,value-identical cross-platform → merged
iospoe.experience_pdp_overview_section_how_to_get_there_title,How to Get There,experience_pdp|overview_section_how_to_get_there_title,experience,experience_voucher,know_before_you_go_tray_how_to_get_there,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_know_before_you_go_tray_service_language,Service Available in,(blank),experience,experience_voucher,know_before_you_go_tray_service_language,,high,blank → first-token feature rule
andpoe.experience_voucher_know_before_you_go_tray_who_to_contact,Contact,experience_voucher|know_before_you_go_tray_who_to_contact,experience,experience_voucher,know_before_you_go_tray_who_to_contact,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_know_before_you_go_tray_who_to_contact,Contact,(blank),experience,experience_voucher,know_before_you_go_tray_who_to_contact,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_navigation_manage,Manage,(blank),experience,experience_voucher,navigation_manage,FALSE,high,blank → first-token feature rule
andpoe.experience_voucher_no_preference,Anyone,(blank),experience,experience_voucher,no_preference,,high,blank → first-token feature rule
andpoe.experience_voucher_online_test_connection,CHECK CONNECTION,(blank),experience,experience_voucher,online_test_connection,FALSE,high,blank → first-token feature rule
andpoe.text_experience_voucher_purchased_items,Valid for,(blank),experience,experience_voucher,purchased_items,FALSE,high,blank → first-token feature rule
iospoe.experience_voucher_qr_code_tray_timeslot,Time slot:,(blank),experience,experience_voucher,qr_code_tray_timeslot,FALSE,high,blank → first-token feature rule
iospoe.experience_voucher_qr_code_tray_valid_on,Valid on:,(blank),experience,experience_voucher,qr_code_tray_valid_on,FALSE,high,blank → first-token feature rule
andpoe.experience_voucher_redemption_method_qr_code_expired_state,Expired,(blank),experience,experience_voucher,redemption_method_qr_code_expired_state,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_redemption_method_qr_code_expired_state,Expired,(blank),experience,experience_voucher,redemption_method_qr_code_expired_state,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_redemption_method_qr_code_redeemed_state,Redeemed,(blank),experience,experience_voucher,redemption_method_qr_code_redeemed_state,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_redemption_method_qr_code_redeemed_state,Redeemed,(blank),experience,experience_voucher,redemption_method_qr_code_redeemed_state,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_redemption_method_swipe_redeem_expired_state,Expired,(blank),experience,experience_voucher,redemption_method_swipe_redeem_expired_state,FALSE,high,blank → first-token feature rule
andpoe.experience_voucher_redemption_method_swipe_redeem_last_redeem,"Redeemed on {0}, {1}",(blank),experience,experience_voucher,redemption_method_swipe_redeem_last_redeem,,high,blank → first-token feature rule
iospoe.experience_voucher_redemption_method_swipe_redeem_last_redeem,Redeemed on {0},(blank),experience,experience_voucher,redemption_method_swipe_redeem_last_redeem,,high,blank → first-token feature rule
iospoe.experience_voucher_redemption_method_swipe_redeem_redeemed_state,Redeemed,(blank),experience,experience_voucher,redemption_method_swipe_redeem_redeemed_state,FALSE,high,blank → first-token feature rule
andpoe.text_experience_voucher_redemption_paperless,Paperless,(blank),experience,experience_voucher,redemption_paperless,FALSE,high,blank → first-token feature rule
andpoe.text_experience_voucher_redemption_printed,Need to Print,(blank),experience,experience_voucher,redemption_printed,FALSE,high,blank → first-token feature rule
andpoe.experience_voucher_refund_subtitle_non_instant,Please wait until the voucher is issued.,(blank),experience,experience_voucher,refund_subtitle_non_instant,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_refund_subtitle_non_instant,Please wait until the voucher is issued.,experience_voucher|refund_non_instant,experience,experience_voucher,refund_subtitle_non_instant,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_refund_subtitle_non_refundable,You can''t request refunds for this booking.,(blank),experience,experience_voucher,refund_subtitle_non_refundable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_refund_subtitle_non_refundable,You can''t request refunds for this booking.,(blank),experience,experience_voucher,refund_subtitle_non_refundable,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_refund_title_non_refundable,Cannot Be Refunded,(blank),experience,experience_voucher,refund_title_non_refundable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_refund_title_non_refundable,Cannot Be Refunded,(blank),experience,experience_voucher,refund_title_non_refundable,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_refund_title_refundable,Easy Refund,(blank),experience,experience_voucher,refund_title_refundable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_refund_title_refundable,Easy Refund,experience_voucher|refund_refundable,experience,experience_voucher,refund_title_refundable,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_on_process,PROCESSING RESCHEDULE,(blank),experience,experience_voucher,reschedule_on_process,FALSE,high,blank → first-token feature rule
andpoe.experience_voucher_reschedule_subtitle_max_limit,You have used all the reschedule chances.,(blank),experience,experience_voucher,reschedule_subtitle_max_limit,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_subtitle_max_limit,You have used all the reschedule chances.,(blank),experience,experience_voucher,reschedule_subtitle_max_limit,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_subtitle_non_instant,Please wait until the voucher is issued.,(blank),experience,experience_voucher,reschedule_subtitle_non_instant,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_subtitle_non_instant,Please wait until the voucher is issued.,experience_voucher|reschedule_non_instant,experience,experience_voucher,reschedule_subtitle_non_instant,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_subtitle_non_reschedulable,You can''t reschedule this booking.,(blank),experience,experience_voucher,reschedule_subtitle_non_reschedulable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_subtitle_non_reschedulable,You can''t reschedule this booking.,(blank),experience,experience_voucher,reschedule_subtitle_non_reschedulable,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_subtitle_on_process,You have requested a reschedule. Please wait until it''s approved.,(blank),experience,experience_voucher,reschedule_subtitle_on_process,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_subtitle_on_process,You have requested a reschedule. Please wait until it''s approved.,(blank),experience,experience_voucher,reschedule_subtitle_on_process,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_title_max_limit,Can No Longer Reschedule,(blank),experience,experience_voucher,reschedule_title_max_limit,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_title_max_limit,Can No Longer Reschedule,(blank),experience,experience_voucher,reschedule_title_max_limit,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_title_non_reschedulable,Cannot Be Rescheduled,(blank),experience,experience_voucher,reschedule_title_non_reschedulable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_title_non_reschedulable,Cannot Be Rescheduled,(blank),experience,experience_voucher,reschedule_title_non_reschedulable,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_title_on_process,Waiting For Reschedule Confirmation,(blank),experience,experience_voucher,reschedule_title_on_process,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_title_on_process,Waiting For Reschedule Confirmation,(blank),experience,experience_voucher,reschedule_title_on_process,TRUE,high,value-identical cross-platform → merged
andpoe.experience_voucher_reschedule_title_reschedulable,Easy Reschedule,(blank),experience,experience_voucher,reschedule_title_reschedulable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reschedule_title_reschedulable,Easy Reschedule,experience_voucher|reschedule_reschedulable,experience,experience_voucher,reschedule_title_reschedulable,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_reservation_needed_tray_top,"Without reservation, you will <b>not be allowed</b> to enter the venue. See the instructions below.",(blank),experience,experience_voucher,reservation_needed_tray_top,,high,blank → first-token feature rule
andpoe.experience_voucher_see_more_details,See More,experience_voucher|see_more_details,experience,experience_voucher,see_more_details,TRUE,high,value-identical cross-platform → merged
iospoe.experience_ticket_detail_see_more,See More,experience_ticket|detail_see_more,experience,experience_voucher,see_more_details,TRUE,high,value-identical cross-platform → merged
andpoe.text_experience_voucher_status_redeemed,Redeemed,(blank),experience,experience_voucher,status_redeemed,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_qr_code_tray_redeemed_state,Redeemed,(blank),experience,experience_voucher,status_redeemed,TRUE,high,value-identical cross-platform → merged
andpoe.text_experience_voucher_validity_value,Valid only on selected visit date,(blank),experience,experience_voucher,validity_value,FALSE,high,blank → first-token feature rule
andpoe.experience_voucher_visitor_info_special_request,Special Request,(blank),experience,experience_voucher,visitor_info_special_request,TRUE,high,value-identical cross-platform → merged
iospoe.experience_voucher_visitor_info_special_request,Special Request,(blank),experience,experience_voucher,visitor_info_special_request,TRUE,high,value-identical cross-platform → merged
